Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS-path_length,Maximum_AS-path_length,Average_unique_AS-path_length,Number_of_duplicate_announcements,Number_of_duplicate_withdrawals,Number_of_implicit_withdrawals,Average_edit_distance,Maximum_edit_distance,Inter-arrival_time,Maximum_edit_distance_7,Maximum_edit_distance_8,Maximum_edit_distance_9,Maximum_edit_distance_10,Maximum_edit_distance_11,Maximum_edit_distance_12,Maximum_edit_distance_13,Maximum_edit_distance_14,Maximum_edit_distance_15,Maximum_edit_distance_16,Maximum_edit_distance_17,Maximum_AS-path_length_7,Maximum_AS-path_length_8,Maximum_AS-path_length_9,Maximum_AS-path_length_10,Maximum_AS-path_length_11,Maximum_AS-path_length_12,Maximum_AS-path_length_13,Maximum_AS-path_length_14,Maximum_AS-path_length_15,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_Exterior_Gateway_Protocol_EGP_packets,Number_of_incomplete_packets,Packet_size_bytes,Anomalous,type,category
133,5,317,24,6,21,6,13,155,1,21,2.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,12,254,1,anomaly,Nimda
204,7,523,33,6,12,6,38,101,1,12,3.5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188,0,16,255,1,anomaly,Nimda
226,6,653,55,6,10,6,21,251,4,10,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,213,0,13,264,1,anomaly,Nimda
126,6,353,62,6,21,6,7,239,3,21,2.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,11,262,1,anomaly,Nimda
325,8,1031,69,6,22,6,11,464,6,22,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,20,274,1,anomaly,Nimda
216,6,817,36,6,21,6,59,306,6,21,3.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,23,290,1,anomaly,Nimda
227,7,686,72,6,8,6,5,94,15,8,3.9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,209,0,18,272,1,anomaly,Nimda
145,6,445,52,6,15,6,3,371,1,15,2.5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,25,273,1,anomaly,Nimda
337,9,788,78,6,21,6,3,406,7,21,5.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,25,254,1,anomaly,Nimda
216,7,495,73,6,21,6,5,121,2,21,3.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,14,257,1,anomaly,Nimda
131,7,374,103,6,20,6,0,145,8,20,2.3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,0,15,274,1,anomaly,Nimda
155,8,347,113,6,15,6,7,133,8,15,2.7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136,0,19,260,1,anomaly,Nimda
226,7,888,75,6,15,6,4,652,16,15,3.8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210,0,16,299,1,anomaly,Nimda
223,6,800,45,6,15,6,15,304,5,15,3.8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210,0,13,287,1,anomaly,Nimda
158,9,402,50,6,20,6,12,301,38,20,2.7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146,0,12,256,1,anomaly,Nimda
105,6,261,93,5,13,5,1,98,12,13,1.8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,0,12,259,1,anomaly,Nimda
115,6,273,125,6,15,6,4,104,8,15,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,9,259,1,anomaly,Nimda
173,7,473,84,6,13,6,22,193,10,13,300,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161,0,12,267,1,anomaly,Nimda
266,7,802,127,6,15,6,8,343,23,15,4.5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258,0,8,279,1,anomaly,Nimda
251,6,642,66,6,20,6,9,193,8,20,4.2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235,0,16,261,1,anomaly,Nimda
119,8,226,46,6,15,6,10,130,12,15,2.1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,0,3,239,1,anomaly,Nimda
147,6,346,121,6,13,6,5,263,22,13,2.5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,137,0,10,268,1,anomaly,Nimda
154,6,493,131,6,20,6,6,192,2,20,2.6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146,0,8,290,1,anomaly,Nimda
101,7,297,45,6,15,6,1,140,0,15,1.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,0,5,270,1,anomaly,Nimda
179,6,401,121,6,13,6,7,68,7,13,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176,0,3,260,1,anomaly,Nimda
194,6,549,35,6,15,6,4,219,0,15,3.3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,0,7,264,1,anomaly,Nimda
112,5,256,28,6,13,6,3,169,0,13,1.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105,0,7,251,1,anomaly,Nimda
179,7,587,63,6,15,6,23,405,5,15,3.1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169,0,10,279,1,anomaly,Nimda
130,6,671,71,6,10,6,31,485,3,10,2.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121,0,9,327,1,anomaly,Nimda
170,6,491,170,6,13,6,15,242,88,13,2.9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161,0,9,279,1,anomaly,Nimda
92,4,226,35,6,14,6,19,45,1,14,1.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,0,6,257,1,anomaly,Nimda
372,7,1329,93,6,20,6,11,1885,4,20,6.3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331,0,41,295,1,anomaly,Nimda
248,5,1051,44,6,20,6,2,1299,1,20,4.2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221,0,27,307,1,anomaly,Nimda
118,4,365,39,6,18,6,27,307,2,18,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,0,29,276,1,anomaly,Nimda
137,6,329,90,6,11,6,1,172,37,11,2.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,0,18,259,1,anomaly,Nimda
135,5,353,62,6,20,6,38,150,2,20,2.3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111,1,23,263,1,anomaly,Nimda
225,8,866,216,6,20,6,19,504,1,20,3.8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,205,0,20,305,1,anomaly,Nimda
190,7,857,50,6,12,6,17,464,1,12,3.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175,0,15,309,1,anomaly,Nimda
107,6,368,27,6,14,6,1,207,0,14,1.8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,0,9,275,1,anomaly,Nimda
124,7,370,35,6,20,6,38,305,0,20,2.1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,0,18,266,1,anomaly,Nimda
138,8,339,56,6,13,6,4,167,4,13,2.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128,0,10,257,1,anomaly,Nimda
134,6,324,46,6,11,6,15,209,2,11,2.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112,0,22,255,1,anomaly,Nimda
412,8,1295,44,6,14,6,4,476,0,14,700,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,382,0,30,271,1,anomaly,Nimda
207,7,784,58,5,10,5,60,233,2,10,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187,0,20,288,1,anomaly,Nimda
126,6,285,89,5,8,5,9,101,2,8,2.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111,0,15,247,1,anomaly,Nimda
293,6,956,145,6,20,6,7,296,0,20,4.9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270,0,23,285,1,anomaly,Nimda
226,6,847,25,6,15,6,11,133,0,15,3.8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,207,0,19,286,1,anomaly,Nimda
318,8,940,25,6,15,6,4,201,4,15,5.4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,299,0,19,266,1,anomaly,Nimda
86,7,197,44,6,10,6,1,108,2,10,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73,0,13,249,1,anomaly,Nimda
128,6,287,45,6,20,6,11,236,3,20,2.2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,0,22,255,1,anomaly,Nimda
100,7,222,73,6,16,6,4,127,4,16,1.7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,16,260,1,anomaly,Nimda
200,6,470,52,6,16,6,2,89,1,16,3.4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184,0,16,253,1,anomaly,Nimda
251,5,599,20,6,10,6,9,41,4,10,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238,0,13,250,1,anomaly,Nimda
210,8,588,41,6,14,6,5,120,3,14,3.6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,0,28,262,1,anomaly,Nimda
140,7,423,98,6,15,6,1,119,9,15,2.4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121,0,19,282,1,anomaly,Nimda
157,6,609,244,6,16,6,13,245,18,16,2.7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,0,15,318,1,anomaly,Nimda
135,5,502,148,6,14,6,6,288,23,14,2.3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,0,15,298,1,anomaly,Nimda
173,8,476,55,6,13,6,32,254,10,13,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153,0,20,264,1,anomaly,Nimda
303,8,842,110,6,20,6,29,514,26,20,5.1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273,0,30,268,1,anomaly,Nimda
129,6,283,49,6,12,6,10,162,4,12,2.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,0,18,250,1,anomaly,Nimda
219,7,546,68,6,12,6,7,258,9,12,3.7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,196,0,23,254,1,anomaly,Nimda
113,7,245,48,6,15,6,1,105,17,15,200,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,0,16,254,1,anomaly,Nimda
225,5,536,88,6,15,6,4,201,15,15,3.8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,206,0,19,259,1,anomaly,Nimda
169,8,450,81,6,14,6,1,248,14,14,2.9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,154,0,15,266,1,anomaly,Nimda
217,7,589,63,6,11,6,4,282,2,11,3.7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,197,0,20,263,1,anomaly,Nimda
169,8,475,52,6,11,6,18,336,14,11,2.9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,155,0,14,263,1,anomaly,Nimda
123,8,308,78,6,11,6,7,232,3,11,2.1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,0,4,265,1,anomaly,Nimda
288,6,1099,54,6,12,6,9,367,2,12,4.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,268,0,20,289,1,anomaly,Nimda
380,8,1313,120,6,14,6,34,349,29,14,6.4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,357,0,23,286,1,anomaly,Nimda
226,6,872,56,6,15,6,16,398,2,15,3.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211,0,15,297,1,anomaly,Nimda
145,6,297,47,6,15,6,5,167,3,15,2.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0,23,251,1,anomaly,Nimda
209,8,449,50,6,18,6,7,118,13,18,3.6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,201,0,8,246,1,anomaly,Nimda
253,8,635,59,6,14,6,10,321,4,14,4.3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216,0,37,260,1,anomaly,Nimda
153,6,420,47,6,15,6,30,193,8,15,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,29,268,1,anomaly,Nimda
142,6,382,59,6,11,6,9,276,12,11,2.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123,0,19,263,1,anomaly,Nimda
238,6,639,63,6,12,6,29,203,1,12,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,216,0,22,263,1,anomaly,Nimda
337,10,1111,109,6,14,6,20,458,30,14,5.7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314,0,23,282,1,anomaly,Nimda
204,7,870,59,6,16,6,35,725,2,16,3.5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,0,36,308,1,anomaly,Nimda
246,7,894,137,6,17,6,28,896,14,17,4.2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,44,298,1,anomaly,Nimda
359,6,1091,42,6,13,6,40,617,5,13,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,311,0,48,270,1,anomaly,Nimda
273,6,909,54,6,21,6,16,402,14,21,4.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,30,278,1,anomaly,Nimda
149,7,413,144,6,21,6,13,287,45,21,2.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,31,281,1,anomaly,Nimda
142,8,437,73,6,14,6,10,294,17,14,2.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112,0,30,275,1,anomaly,Nimda
107,9,303,65,6,14,6,17,173,5,14,1.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,0,27,271,1,anomaly,Nimda
143,6,403,53,7,20,7,10,452,2,20,2.4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,0,42,273,1,anomaly,Nimda
170,8,369,126,6,21,6,23,243,44,21,2.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,32,264,1,anomaly,Nimda
237,5,555,66,6,21,6,1,214,6,21,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,18,253,1,anomaly,Nimda
261,6,909,164,6,19,6,11,351,1,19,4.4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,237,0,24,295,1,anomaly,Nimda
126,6,446,117,6,16,6,1,289,1,16,2.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,0,20,298,1,anomaly,Nimda
149,7,570,126,6,17,6,3,182,5,17,2.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,8,305,1,anomaly,Nimda
159,8,653,80,7,20,7,14,412,3,20,2.7,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124,0,35,306,1,anomaly,Nimda
141,7,649,112,6,21,6,39,348,10,21,2.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,18,312,1,anomaly,Nimda
251,7,559,147,6,20,6,6,152,12,20,4.3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,232,0,19,260,1,anomaly,Nimda
226,8,522,21,6,14,6,8,160,0,14,3.9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206,0,20,249,1,anomaly,Nimda
90,6,264,19,6,14,6,2,120,3,14,1.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,0,6,263,1,anomaly,Nimda
207,6,763,33,7,17,7,236,201,1,17,3.5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,20,288,1,anomaly,Nimda
150,5,493,69,7,15,7,50,232,4,15,2.5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,0,34,288,1,anomaly,Nimda
311,9,791,121,6,16,6,15,445,1,16,5.3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,0,25,263,1,anomaly,Nimda
331,9,979,55,7,13,7,5,602,4,13,5.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,317,0,14,271,1,anomaly,Nimda
185,6,480,98,7,15,7,5,424,20,15,3.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169,0,16,270,1,anomaly,Nimda
150,7,427,26,7,13,7,13,258,2,13,2.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,0,12,267,1,anomaly,Nimda
138,9,486,112,7,21,7,14,300,3,21,2.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,8,296,1,anomaly,Nimda
131,7,413,99,7,21,7,4,213,9,21,2.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,284,1,anomaly,Nimda
328,9,2013,257,6,15,6,51,1012,0,15,5.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308,0,20,364,1,anomaly,Nimda
289,6,938,108,6,14,6,11,272,34,14,4.9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268,0,21,284,1,anomaly,Nimda
162,8,462,73,7,20,7,5,126,28,20,2.8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,0,7,272,1,anomaly,Nimda
268,8,1105,297,6,21,6,9,408,7,21,4.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,23,321,1,anomaly,Nimda
262,6,771,66,7,20,6,13,209,10,21,4.4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242,0,20,273,1,anomaly,Nimda
113,8,435,238,7,20,7,3,78,9,20,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0,16,332,1,anomaly,Nimda
156,9,430,176,5,10,5,17,235,11,10,2.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,0,41,282,1,anomaly,Nimda
183,7,700,94,6,14,6,25,379,25,14,3.1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,0,36,298,1,anomaly,Nimda
222,5,725,61,6,13,6,7,101,0,13,3.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202,0,20,277,1,anomaly,Nimda
187,6,489,54,6,9,6,6,96,9,9,3.2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175,0,12,261,1,anomaly,Nimda
93,6,258,52,6,14,6,16,46,8,14,1.6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,0,19,267,1,anomaly,Nimda
102,5,215,73,7,20,6,9,97,16,20,1.7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,0,25,259,1,anomaly,Nimda
141,5,352,66,6,15,6,27,58,14,15,2.4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123,0,18,265,1,anomaly,Nimda
317,9,813,157,6,14,6,11,343,36,14,5.4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,288,0,29,269,1,anomaly,Nimda
190,7,491,51,6,14,6,2,113,6,14,3.2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160,3,27,259,1,anomaly,Nimda
137,8,354,63,6,16,6,6,232,19,16,2.4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,3,27,259,1,anomaly,Nimda
223,6,526,95,6,13,6,4,134,15,13,3.8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197,1,25,260,1,anomaly,Nimda
211,6,595,58,6,11,6,17,361,19,11,3.6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186,2,23,267,1,anomaly,Nimda
88,7,219,100,6,13,6,7,142,54,13,1.5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,1,5,268,1,anomaly,Nimda
108,7,237,79,6,12,6,13,209,20,12,1.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,0,14,253,1,anomaly,Nimda
123,8,748,424,6,20,6,10,212,12,20,2.1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,0,18,416,1,anomaly,Nimda
229,6,1370,43,6,12,6,14,560,13,12,3.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,216,0,13,344,1,anomaly,Nimda
115,6,370,37,6,10,6,10,216,1,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,0,8,269,1,anomaly,Nimda
218,7,584,37,6,11,6,7,263,10,11,3.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,197,0,21,260,1,anomaly,Nimda
98,6,335,34,6,10,6,7,202,0,10,1.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,0,17,274,1,anomaly,Nimda
196,5,567,47,6,12,6,10,141,4,12,3.3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177,0,19,262,1,anomaly,Nimda
122,8,405,72,6,12,6,24,191,1,12,2.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,12,280,1,anomaly,Nimda
223,7,757,218,6,14,6,23,163,1,14,3.8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200,0,23,297,1,anomaly,Nimda
211,10,1266,447,6,15,7,11,937,4,15,3.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,0,24,389,1,anomaly,Nimda
147,7,805,100,6,18,6,6,135,4,18,2.5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,0,23,343,1,anomaly,Nimda
134,8,718,274,7,21,7,27,223,1,21,2.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,19,370,1,anomaly,Nimda
112,4,367,23,6,13,6,8,162,0,13,1.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103,0,9,277,1,anomaly,Nimda
207,7,498,80,6,15,6,2,151,14,15,3.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,203,0,4,257,1,anomaly,Nimda
203,7,574,95,6,15,6,65,110,2,15,3.5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,197,2,4,272,1,anomaly,Nimda
145,6,462,76,6,15,6,4,412,1,15,2.5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104,0,41,289,1,anomaly,Nimda
363,7,1092,158,7,13,7,5,1053,91,13,6.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,288,0,75,289,1,anomaly,Nimda
320,6,902,43,6,12,6,12,446,9,12,5.4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,285,0,35,268,1,anomaly,Nimda
361,5,1058,51,6,11,6,141,361,0,11,6.1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,312,0,49,272,1,anomaly,Nimda
109,7,417,112,6,16,6,17,222,12,16,1.9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,0,15,302,1,anomaly,Nimda
78,6,269,41,6,11,6,2,156,5,11,1.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,0,10,281,1,anomaly,Nimda
63,6,136,67,6,7,6,4,39,3,7,1.1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,12,250,1,anomaly,Nimda
148,6,607,56,6,11,6,7,170,0,11,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135,0,13,300,1,anomaly,Nimda
153,5,504,74,7,15,7,60,307,7,15,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130,0,23,291,1,anomaly,Nimda
100,6,316,35,7,20,7,3,110,2,20,1.7,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,1,10,279,1,anomaly,Nimda
238,7,613,31,6,20,6,27,148,6,20,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,21,259,1,anomaly,Nimda
220,6,595,44,6,21,6,7,92,6,21,3.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,20,261,1,anomaly,Nimda
153,7,473,52,7,21,7,2,161,0,21,2.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,18,274,1,anomaly,Nimda
378,6,1705,288,6,19,6,86,1073,75,19,6.4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,348,0,30,326,1,anomaly,Nimda
211,7,573,73,6,13,6,7,239,1,13,3.6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,195,0,16,267,1,anomaly,Nimda
113,5,350,38,6,15,6,0,351,0,15,1.9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,14,274,1,anomaly,Nimda
